"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","4","4","1","2.652878","0","7"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","4","4","1","2.650097","0","5"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","44","4","2","31.652241","0","289"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","0","28","5","2","23.296877","0","163"
"/Niagara/DefaultAssets/DefaultRIbbonMaterial.DefaultRibbonMaterial","0","20","2","1","15.113610","0","134"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","35","7","1","24.336380","0","391"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","20","5","1","16.083010","0","77"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","67","23","1","28.857986","0","1344"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","8","5","2","4.215256","0","17"
"/Game/Mannequins/Mannequin_UE4/Materials/M_MannequinUE4_Body.M_MannequinUE4_Body","0","108","6","2","65.568146","0","1174"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","23","3","1","15.474392","0","118"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","23","1","1","16.786404","0","198"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","12","5","1","7.111401","0","35"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","12","5","1","0.000000","0","35"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","23","1","1","16.352598","0","113"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","23","1","1","15.734100","0","103"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","84","1","1","85.690277","0","954"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","35","5","1","22.073717","0","173"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","28","6","1","16.970219","0","132"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","23","2","1","14.343730","0","173"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","10","1","1","6.390903","0","51"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","36","1","1","12.891988","0","376"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","23","1","1","14.593542","0","160"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","23","3","1","15.675441","0","68"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","35","5","1","21.905031","0","354"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","23","4","1","0.000000","0","169"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","23","5","1","14.935256","0","84"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","4","1","1","1.243651","0","10"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","4","1","1","1.358479","0","13"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","23","1","1","13.085992","0","167"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","68","4","1","265.550171","0","597"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","23","5","1","13.400308","0","131"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","35","4","1","19.329021","0","210"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","35","4","1","0.000000","0","210"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","5","2","1","2.413613","0","17"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","23","13","1","13.068796","0","80"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","8","4","1","4.971981","0","24"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","23","2","1","15.044915","0","131"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","23","10","1","14.534689","0","140"
"/ControlRig/M_Manip.M_Manip","0","8","1","1","4.821604","0","48"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","23","1","1","14.366089","0","142"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","23","1","1","15.102730","0","142"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","23","4","1","15.549955","0","110"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","23","1","1","15.160253","0","69"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","23","1","1","15.220351","0","79"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","23","1","1","15.583438","0","75"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","23","1","1","15.601714","0","118"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","23","4","1","15.330356","0","157"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","23","3","1","15.374087","0","187"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","23","4","1","15.155779","0","118"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","58","1","1","57.812420","0","382"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","35","7","1","22.360577","0","178"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","23","12","1","16.244726","0","84"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","23","1","1","15.737164","0","157"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","33","1","1","104.783630","0","311"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","23","2","1","15.639754","0","220"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","9","2","1","4.928916","0","44"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","54","2","1","37.360050","0","453"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","29","1","1","19.616041","0","190"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","21","4","1","10.027703","0","187"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","42","1","1","28.736200","0","256"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","15","1","1","7.812365","0","68"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","23","1","1","16.460243","0","139"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","23","2","1","16.275314","0","108"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","23","1","1","16.902435","0","170"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","23","2","1","16.696310","0","167"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","23","3","1","16.571245","0","139"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","23","1","1","16.271120","0","99"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","23","1","1","16.472719","0","102"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","23","1","1","15.964904","0","144"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","23","6","1","16.600714","0","91"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","4","1","1","1.611505","0","10"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","4","1","1","2.170794","0","11"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","127","8","1","88.793510","0","929"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","23","1","1","16.316671","0","82"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","23","1","1","18.574919","0","93"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","23","2","1","18.125053","0","66"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","6","6","1","2.674884","0","9"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","87","9","1","57.756340","0","438"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","23","16","1","15.237683","0","106"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","23","3","1","15.392423","0","108"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","23","23","1","15.662003","0","24"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","23","4","1","15.374281","0","71"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","23","2","1","15.962216","0","90"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","23","1","1","16.096027","0","64"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","9","9","1","5.192777","0","14"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","23","23","1","15.452025","0","23"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","23","2","1","15.801280","0","68"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","9","9","1","5.254972","0","14"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","72","10","1","43.790749","0","160"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","656","30","1","394.356476","0","5327"
"Globals","49","5606","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","4","1","1","0.988201","0","11"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","7","1","1","14.896723","0","35"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","3","1","1","5.321555","0","8"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","3","3","1","11.659330","0","5"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","18","1","1","62.179916","0","141"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","7","1","1","26.599287","0","33"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","5","1","1","2.670202","0","19"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","4","1","1","1.885296","0","13"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","29","2","1","32.112831","0","394"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","8","1","1","2.807826","0","41"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","14","1","1","10.617239","0","114"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","3","1","1","0.000000","0","8"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","26","2","1","19.422390","0","282"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","14","1","1","8.188772","0","115"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","44","3","1","18.204096","0","875"
"/Engine/VREditor/TransformGizmo/Main.Main","49","3","1","1","1.551997","0","8"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","3","3","1","1.851958","0","5"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","49","12","1","1","5.859293","0","89"
"/Game/StarterContent/Materials/M_Glass.M_Glass","49","33","1","1","26.346571","0","533"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","49","23","2","1","10.060601","0","274"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","49","23","1","1","14.844239","0","235"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","49","23","2","1","20.864201","0","88"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","49","4","4","1","1.937423","0","4"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","49","26","6","1","18.255957","0","116"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","4","1","1","1.150208","0","13"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","82","2","1","55.249146","0","3096"
"/Niagara/DefaultAssets/DefaultRIbbonMaterial.DefaultRibbonMaterial","49","20","2","1","9.673570","0","269"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","49","35","1","1","16.643744","0","635"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","49","35","1","1","17.052532","0","626"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","49","23","1","1","10.556776","0","277"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","49","23","1","1","10.477737","0","244"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","50","1","1","47.562031","0","1004"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","28","1","1","12.403205","0","360"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","50","1","1","42.585789","0","977"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","50","1","1","0.000000","0","1007"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","5","1","1","2.089418","0","15"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","48","2","2","18.308569","0","804"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","8","1","1","2.836570","0","37"
"/ControlRig/M_Manip.M_Manip","49","8","1","1","2.261061","0","36"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","127","1","1","51.954807","0","3700"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","4","1","1","0.909504","0","13"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","4","1","1","1.208480","0","10"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","57","6","6","20.920195","0","474"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","6","1","1","1.791994","0","26"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","87","1","1","40.028187","0","1560"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","817","1","1","353.150665","0","58340"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","49","23","1","1","9.351100","0","209"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","49","23","1","1","9.764944","0","194"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","49","23","1","1","9.959253","0","200"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","49","23","1","1","9.560877","0","244"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","49","9","1","1","3.370352","0","53"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","49","9","1","1","3.487928","0","46"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","49","72","1","1","27.786985","0","1756"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","49","23","1","1","9.545102","0","219"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","49","23","1","1","9.811701","0","223"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","49","23","1","1","9.896395","0","267"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","49","23","1","1","9.523849","0","260"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","49","23","1","1","9.546452","0","259"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","49","23","1","1","10.904004","0","168"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","49","23","1","1","10.503787","0","178"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","49","23","1","1","9.159028","0","136"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","49","23","1","1","9.984795","0","187"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","49","23","1","1","9.716364","0","220"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","49","23","2","1","9.227169","0","137"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","49","44","1","1","15.742057","0","615"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","49","15","1","1","4.215304","0","107"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","49","23","1","1","9.008227","0","191"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","49","23","1","1","9.617658","0","168"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","49","23","1","1","9.198564","0","168"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","49","23","1","1","9.337825","0","185"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","49","23","1","1","9.386004","0","235"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","31","2","1","12.395275","0","399"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","49","21","1","1","6.773290","0","219"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","49","23","1","1","9.215717","0","245"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","49","33","1","1","21.454237","0","551"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","49","23","1","1","10.238641","0","235"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","49","9","1","1","3.201205","0","45"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","49","54","1","1","24.224640","0","1145"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","49","23","1","1","9.870223","0","276"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","49","23","1","1","9.526357","0","236"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","49","23","1","1","11.161181","0","255"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","49","23","1","1","9.449233","0","298"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","49","23","1","1","9.066215","0","252"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","49","23","1","1","9.746715","0","279"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","49","23","1","1","11.984718","0","253"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","49","23","1","1","10.509046","0","295"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","49","23","1","1","11.663301","0","276"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","49","23","2","1","10.020206","0","273"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","49","23","1","1","11.377934","0","271"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","49","23","1","1","11.383130","0","296"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","49","23","2","1","12.250637","0","269"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","49","23","1","1","9.674964","0","254"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","49","23","1","1","14.228155","0","238"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","49","23","1","1","14.220641","0","194"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","49","23","1","1","15.408017","0","109"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","49","23","3","1","16.601423","0","169"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","49","23","3","1","16.942444","0","128"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","4","1","1","0.928399","0","13"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","4","1","1","0.809226","0","10"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","10","1","1","4.886524","0","56"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","68","1","1","61.127628","0","1711"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","44","1","1","11.657757","0","807"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","49","23","1","1","10.155963","0","248"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","49","23","1","1","10.710156","0","261"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","49","23","1","1","10.372812","0","298"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","49","23","1","1","10.225766","0","257"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","49","12","1","1","3.993414","0","68"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","49","12","1","1","0.000000","0","68"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","49","23","1","1","10.415020","0","171"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","49","23","1","1","9.385149","0","237"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","49","8","2","2","2.912120","0","26"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","49","23","1","1","10.077431","0","217"
"/Game/Mannequins/Mannequin_UE4/Materials/M_MannequinUE4_Body.M_MannequinUE4_Body","49","116","10","2","43.559422","0","2204"
"/Game/Mannequins/Mannequins/Materials/M_Mannequin.M_Mannequin","49","56","5","2","26.949642","0","491"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","49","69","3","3","36.195644","0","724"
